carat,cut,color,clarity,depth,table,x,y,z,__target__
0.77,2.0,2.0,2.0,61.4,55.0,5.93,5.95,3.65,3169
1.24,4.0,5.0,5.0,60.1,59.0,6.95,7.02,4.2,5783
1.07,2.0,0.0,2.0,61.8,55.0,6.54,6.59,4.06,5767
2.02,2.0,6.0,2.0,62.2,57.0,8.06,8.11,5.03,13132
0.3,4.0,4.0,2.0,59.5,62.0,4.32,4.35,2.58,421
1.01,4.0,2.0,5.0,61.6,57.0,6.39,6.46,3.96,6773
1.27,3.0,3.0,5.0,61.0,60.0,6.97,6.93,4.24,8705
1.3,2.0,5.0,4.0,62.1,57.0,7.04,6.98,4.35,6931
0.34,2.0,3.0,1.0,60.7,57.0,4.51,4.55,2.75,974
0.32,1.0,5.0,5.0,63.2,56.0,4.32,4.38,2.75,449
1.2,2.0,3.0,5.0,59.9,61.0,6.85,6.88,4.11,8321
0.71,1.0,5.0,4.0,64.2,56.0,5.62,5.66,3.62,2161
0.3,3.0,1.0,5.0,59.2,59.0,4.41,4.37,2.6,844
1.53,4.0,1.0,3.0,59.3,60.0,7.44,7.46,4.42,8270
0.31,3.0,3.0,6.0,61.1,58.0,4.35,4.32,2.65,1046
1.2,4.0,6.0,4.0,63.1,59.0,6.75,6.65,4.23,5376
0.58,2.0,1.0,5.0,61.6,55.0,5.33,5.38,3.3,1884
0.71,2.0,3.0,2.0,61.5,57.0,5.74,5.78,3.54,2345
0.54,2.0,3.0,6.0,61.7,56.0,5.24,5.26,3.24,2041
1.06,2.0,3.0,5.0,62.8,55.0,6.49,6.51,4.08,7160
0.72,3.0,4.0,2.0,61.5,59.0,5.71,5.67,3.5,2376
0.41,4.0,6.0,7.0,63.1,60.0,4.67,4.71,2.96,754
0.33,2.0,1.0,5.0,62.1,56.0,4.43,4.46,2.76,723
1.4,3.0,2.0,5.0,61.5,60.0,7.25,7.18,4.44,10625
1.01,4.0,2.0,7.0,62.5,63.0,6.41,6.38,4.0,7715
1.52,3.0,1.0,2.0,60.2,58.0,7.44,7.37,4.46,10180
1.11,3.0,5.0,2.0,60.6,59.0,6.73,6.66,4.06,4911
0.4,3.0,0.0,2.0,60.8,59.0,4.8,4.77,2.91,990
1.08,3.0,1.0,3.0,60.2,58.0,6.68,6.61,4.0,4742
1.09,3.0,4.0,3.0,61.7,60.0,6.57,6.59,4.06,4496
1.53,2.0,3.0,4.0,60.5,57.0,7.42,7.52,4.51,16311
1.02,1.0,3.0,4.0,64.3,57.0,6.34,6.28,4.06,6059
1.71,2.0,4.0,5.0,61.9,57.0,7.67,7.61,4.73,9618
0.73,4.0,1.0,2.0,60.2,60.0,5.81,5.86,3.51,2564
0.56,2.0,3.0,5.0,61.2,56.0,5.29,5.33,3.25,1580
2.14,2.0,4.0,3.0,63.0,55.0,8.25,8.23,5.19,12720
0.7,4.0,5.0,2.0,63.8,56.0,5.58,5.62,3.57,1973
0.77,4.0,2.0,6.0,61.1,57.0,5.91,5.94,3.62,4304
0.64,3.0,1.0,2.0,61.3,58.0,5.57,5.53,3.4,1811
1.02,3.0,3.0,5.0,62.0,57.0,6.48,6.43,4.0,5581
1.34,3.0,4.0,5.0,62.3,60.0,7.05,7.02,4.38,7816
1.04,4.0,3.0,2.0,61.8,59.0,6.49,6.55,4.03,5070
0.7,2.0,2.0,2.0,62.1,56.0,5.65,5.67,3.51,2573
0.38,2.0,4.0,2.0,62.0,54.0,4.66,4.72,2.91,671
0.57,3.0,3.0,4.0,60.5,58.0,5.39,5.32,3.24,1746
0.31,4.0,3.0,4.0,60.4,59.0,4.37,4.41,2.65,542
1.16,4.0,4.0,3.0,61.8,58.0,6.75,6.81,4.19,4785
0.77,2.0,1.0,3.0,62.0,54.0,5.89,5.92,3.66,2563
0.7,3.0,2.0,2.0,61.2,59.0,5.7,5.64,3.47,2239
0.6,2.0,2.0,3.0,61.7,56.0,5.41,5.38,3.33,1562
0.52,2.0,1.0,5.0,62.0,55.0,5.14,5.19,3.2,1689
0.54,2.0,4.0,5.0,62.0,54.0,5.22,5.27,3.25,1378
1.12,2.0,1.0,3.0,60.9,57.0,6.66,6.6,4.04,3864
0.31,2.0,0.0,7.0,60.9,57.0,4.42,4.38,2.68,997
0.72,2.0,3.0,3.0,61.7,56.0,5.76,5.71,3.54,2177
0.3,3.0,3.0,6.0,61.3,58.0,4.33,4.29,2.64,945
0.32,2.0,3.0,1.0,61.9,54.0,4.4,4.42,2.73,918
0.72,2.0,0.0,3.0,61.2,57.0,5.76,5.8,3.54,2328
0.41,2.0,2.0,5.0,62.4,58.0,4.77,4.75,2.97,1085
1.0,1.0,4.0,3.0,62.7,58.0,6.31,6.33,3.96,4125
0.81,3.0,3.0,3.0,61.7,57.0,5.99,5.94,3.68,2482
0.61,2.0,0.0,4.0,61.9,56.0,5.43,5.45,3.37,2658
0.7,4.0,2.0,5.0,60.5,58.0,5.78,5.83,3.51,2437
1.51,3.0,4.0,5.0,61.2,59.0,7.4,7.38,4.52,7534
0.23,4.0,1.0,7.0,63.7,55.0,3.87,3.89,2.47,485
0.3,2.0,1.0,5.0,60.6,59.0,4.3,4.34,2.62,603
0.5,2.0,0.0,3.0,61.6,57.0,5.1,5.13,3.15,1239
0.72,0.0,4.0,3.0,66.0,60.0,5.58,5.51,3.66,1799
0.36,2.0,1.0,5.0,61.1,57.0,4.61,4.56,2.8,864
0.42,3.0,4.0,2.0,60.9,58.0,4.85,4.84,2.95,898
1.72,2.0,3.0,3.0,62.8,59.0,7.62,7.55,4.76,10268
2.02,2.0,4.0,5.0,61.6,56.0,8.17,8.12,5.02,18050
2.32,2.0,6.0,4.0,62.5,54.5,8.44,8.47,5.28,17891
0.82,4.0,3.0,5.0,62.1,56.0,5.94,5.98,3.7,3528
0.35,2.0,1.0,5.0,61.9,54.0,4.53,4.58,2.82,923
1.39,4.0,5.0,0.0,62.6,57.0,7.1,7.15,4.46,3914
0.53,1.0,1.0,5.0,64.0,55.0,5.11,5.14,3.28,1607
1.11,2.0,0.0,7.0,62.3,56.0,6.59,6.64,4.12,12390
0.93,4.0,6.0,5.0,63.3,61.0,6.19,6.14,3.9,3208
0.84,4.0,1.0,2.0,58.8,58.0,6.16,6.28,3.66,3453
0.32,2.0,5.0,7.0,62.6,54.0,4.41,4.37,2.75,720
1.0,0.0,3.0,5.0,67.6,57.0,6.2,6.13,4.17,5484
1.02,0.0,4.0,2.0,56.9,58.0,6.64,6.75,3.81,4935
0.9,1.0,3.0,2.0,63.2,62.0,6.09,6.19,3.88,3574
0.3,4.0,3.0,2.0,59.5,63.0,4.32,4.29,2.56,574
1.01,3.0,3.0,7.0,61.9,59.0,6.45,6.41,3.98,7964
0.71,2.0,1.0,3.0,59.5,57.0,5.87,5.82,3.48,2511
1.2,3.0,4.0,2.0,62.4,59.0,6.73,6.7,4.19,5899
0.72,2.0,1.0,4.0,61.1,57.0,5.78,5.81,3.54,3947
0.61,4.0,1.0,2.0,60.1,59.0,5.48,5.51,3.3,1721
1.0,3.0,0.0,7.0,58.3,61.0,6.55,6.48,3.8,9274
0.74,3.0,1.0,3.0,58.8,60.0,5.93,5.91,3.48,2512
1.14,4.0,0.0,3.0,59.2,61.0,6.82,6.84,4.04,4957
0.33,2.0,2.0,7.0,62.2,56.0,4.43,4.45,2.76,810
0.71,3.0,1.0,3.0,62.1,62.0,5.7,5.67,3.53,2215
0.33,2.0,0.0,5.0,60.3,55.0,4.52,4.5,2.72,855
1.07,3.0,2.0,3.0,62.0,58.0,6.57,6.52,4.06,4700
0.3,4.0,4.0,6.0,63.0,54.0,4.27,4.3,2.7,684
1.54,2.0,3.0,3.0,62.3,60.0,7.29,7.34,4.56,8923
0.52,2.0,3.0,6.0,61.9,54.4,5.15,5.18,3.2,1936
1.0,3.0,0.0,3.0,60.3,58.0,6.48,6.45,3.9,4295
0.35,3.0,6.0,4.0,62.4,58.0,5.67,5.64,3.53,949
1.51,4.0,3.0,2.0,63.3,60.0,7.2,7.24,4.57,10116
1.05,4.0,1.0,2.0,62.2,56.0,6.49,6.56,4.06,5494
0.9,3.0,3.0,5.0,62.8,58.0,6.14,6.09,3.84,4137
1.0,3.0,4.0,2.0,61.2,62.0,6.36,6.32,3.88,4469
0.7,2.0,2.0,4.0,62.4,55.0,5.65,5.7,3.54,2993
1.01,2.0,1.0,3.0,61.1,57.0,6.48,6.52,3.97,4666
2.07,2.0,5.0,2.0,61.2,57.0,8.12,8.23,5.0,14857
0.39,2.0,2.0,1.0,61.0,56.0,4.72,4.75,2.89,1377
0.42,4.0,2.0,5.0,61.7,59.0,4.75,4.82,2.95,884
1.33,2.0,5.0,5.0,62.6,55.0,7.01,7.05,4.4,7325
1.07,2.0,4.0,3.0,61.0,55.0,6.62,6.65,4.05,4604
1.01,4.0,2.0,3.0,62.7,59.0,6.35,6.4,4.0,4416
0.26,2.0,4.0,4.0,62.1,56.0,4.13,4.15,2.56,448
0.51,1.0,0.0,5.0,63.7,57.0,5.05,5.0,3.2,1665
0.51,3.0,2.0,2.0,59.4,61.0,5.26,5.21,3.11,1349
2.01,3.0,6.0,4.0,60.2,61.0,8.23,8.16,4.93,12963
0.3,4.0,0.0,5.0,62.9,55.0,4.31,4.34,2.72,610
0.93,3.0,3.0,5.0,62.2,59.0,6.26,6.21,3.88,4750
2.07,2.0,6.0,3.0,62.5,56.0,8.18,8.08,5.08,12778
0.52,2.0,4.0,3.0,60.5,56.0,5.25,5.23,3.17,956
0.61,2.0,0.0,6.0,62.1,56.0,5.43,5.46,3.38,4241
1.21,3.0,4.0,5.0,60.5,60.0,6.95,6.9,4.19,6722
1.01,4.0,4.0,3.0,61.5,62.0,6.35,6.44,3.93,4262
0.69,4.0,4.0,2.0,62.5,57.6,5.66,5.72,3.55,1757
0.3,3.0,5.0,4.0,60.5,60.0,4.33,4.3,2.61,608
1.5,0.0,4.0,3.0,65.5,53.0,7.14,7.11,4.67,7187
0.41,3.0,3.0,5.0,61.5,58.0,4.82,4.8,2.96,1061
0.56,2.0,6.0,5.0,61.4,56.0,5.32,5.34,3.27,1131
0.34,3.0,2.0,4.0,60.0,59.0,4.59,4.55,2.74,905
0.56,2.0,0.0,2.0,62.5,56.0,5.26,5.24,3.28,1814
0.51,3.0,1.0,3.0,61.7,58.0,5.14,5.07,3.15,1265
0.52,4.0,3.0,6.0,61.9,61.0,5.11,5.13,3.17,2045
0.42,4.0,3.0,2.0,63.2,57.0,4.79,4.77,3.02,945
1.7,2.0,6.0,5.0,62.2,56.0,7.64,7.61,4.74,9276
0.72,3.0,6.0,2.0,62.0,58.0,5.74,5.77,3.57,1785
0.38,4.0,5.0,2.0,59.7,62.0,4.7,4.74,2.82,601
0.53,2.0,0.0,5.0,61.2,55.0,5.21,5.25,3.2,1857
0.3,4.0,1.0,2.0,60.6,56.0,4.35,4.37,2.64,526
0.76,3.0,1.0,3.0,61.3,59.0,5.85,5.83,3.58,2303
0.41,4.0,6.0,4.0,63.2,59.0,4.7,4.67,2.96,797
0.67,4.0,3.0,5.0,61.7,59.7,5.56,5.61,3.45,2131
0.53,4.0,2.0,7.0,59.6,56.0,5.27,5.31,3.16,1880
0.42,2.0,6.0,5.0,62.0,55.0,4.81,4.87,3.0,628
0.35,2.0,2.0,4.0,62.4,57.0,4.49,4.52,2.81,788
2.3,2.0,4.0,3.0,62.6,57.0,8.4,8.35,5.25,14215
1.34,2.0,3.0,6.0,62.2,56.0,7.11,7.04,4.4,11640
1.25,3.0,3.0,6.0,58.2,61.0,7.1,7.05,4.12,8281
2.39,2.0,6.0,4.0,62.1,57.0,8.53,8.57,5.31,17365
0.53,0.0,2.0,5.0,65.5,58.0,5.09,5.03,3.31,1402
1.1,3.0,4.0,2.0,60.4,60.0,6.72,6.68,4.05,5056
0.76,2.0,0.0,7.0,62.3,57.0,5.87,5.84,3.65,4150
0.44,2.0,4.0,2.0,61.6,56.0,4.87,4.93,3.02,911
1.2,4.0,4.0,3.0,62.9,56.0,6.74,6.77,4.25,5257
0.34,3.0,4.0,4.0,62.1,58.0,4.46,4.49,2.78,596
1.38,2.0,2.0,6.0,62.9,56.0,7.04,7.1,4.45,15968
2.0,4.0,5.0,2.0,58.5,58.0,8.24,8.28,4.83,15249
0.52,4.0,2.0,2.0,62.6,58.0,5.11,5.14,3.21,1267
0.29,4.0,3.0,6.0,61.4,56.0,4.25,4.28,2.62,607
0.63,3.0,2.0,2.0,59.1,57.0,5.64,5.6,3.32,1736
1.21,3.0,6.0,2.0,59.9,60.0,6.89,6.86,4.12,4770
0.75,2.0,2.0,7.0,61.9,54.0,5.83,5.84,3.61,3710
0.4,2.0,5.0,6.0,61.4,58.0,4.72,4.76,2.91,790
0.41,2.0,0.0,6.0,62.3,55.0,4.78,4.75,2.97,1582
1.04,2.0,2.0,2.0,61.4,56.0,6.52,6.58,4.02,5663
0.41,2.0,0.0,2.0,60.8,57.0,4.8,4.84,2.93,791
0.87,0.0,5.0,5.0,57.3,59.0,6.29,6.44,3.65,3166
0.56,2.0,0.0,2.0,61.9,55.0,5.29,5.31,3.28,1677
1.31,3.0,5.0,3.0,59.1,59.0,7.2,7.15,4.24,5744
0.7,1.0,1.0,2.0,64.3,57.0,5.63,5.56,3.6,2164
1.01,3.0,5.0,2.0,62.7,60.0,6.36,6.27,3.96,2885
1.2,2.0,0.0,2.0,62.7,55.0,6.79,6.71,4.23,7903
1.2,3.0,0.0,5.0,61.1,58.0,6.85,6.83,4.18,10161
0.7,4.0,1.0,5.0,60.5,59.0,5.71,5.76,3.47,2757
0.96,4.0,2.0,3.0,60.9,57.0,6.38,6.42,3.9,4142
1.5,3.0,5.0,3.0,62.9,57.0,7.28,7.26,4.57,6132
0.59,4.0,2.0,3.0,63.7,57.0,5.31,5.36,3.4,1265
0.35,4.0,1.0,4.0,59.7,59.0,4.59,4.62,2.75,790
1.0,2.0,5.0,2.0,58.5,55.0,6.47,6.42,3.77,3472
1.0,4.0,0.0,7.0,61.7,58.0,6.37,6.41,3.94,10113
0.4,4.0,0.0,5.0,61.6,59.0,4.7,4.75,2.91,881
0.35,3.0,1.0,5.0,61.6,58.0,4.52,4.57,2.8,767
0.5,4.0,3.0,4.0,62.1,55.0,5.06,5.22,3.19,1624
2.05,4.0,1.0,3.0,62.5,56.0,8.08,8.17,5.08,17138
0.56,2.0,0.0,5.0,61.4,57.0,5.36,5.32,3.28,2066
1.53,4.0,3.0,4.0,60.3,59.0,7.52,7.58,4.55,13228
0.32,2.0,3.0,5.0,61.4,55.0,4.4,4.46,2.72,561
0.3,2.0,4.0,7.0,61.5,57.0,4.34,4.31,2.66,776
0.73,1.0,1.0,5.0,64.2,54.0,5.68,5.72,3.66,2912
0.73,3.0,2.0,2.0,62.4,55.0,5.78,5.71,3.59,2346
1.01,2.0,3.0,2.0,61.4,57.0,6.44,6.5,3.97,4653
0.3,2.0,2.0,5.0,60.4,56.0,4.37,4.34,2.63,776
0.38,3.0,0.0,2.0,62.2,58.0,4.63,4.57,2.86,941
0.26,2.0,4.0,4.0,62.3,54.0,4.07,4.11,2.55,482
1.06,2.0,3.0,7.0,61.4,56.0,6.56,6.62,4.04,9645
0.39,2.0,1.0,4.0,62.0,54.0,4.68,4.71,2.91,948
0.55,2.0,1.0,7.0,61.4,56.0,5.28,5.31,3.25,2499
2.05,3.0,3.0,3.0,60.1,59.0,8.2,8.3,4.96,16357
0.23,3.0,0.0,7.0,59.6,61.0,4.03,3.99,2.39,640
0.31,3.0,4.0,7.0,61.9,58.0,4.36,4.33,2.69,802
1.09,2.0,3.0,7.0,61.5,57.0,6.62,6.65,4.08,8970
0.72,3.0,1.0,2.0,62.1,58.0,5.69,5.72,3.54,2265
0.5,4.0,0.0,2.0,61.6,56.0,5.09,5.11,3.14,1454
0.31,3.0,4.0,7.0,62.6,58.0,4.31,4.28,2.69,802
0.9,0.0,3.0,3.0,64.5,56.0,6.06,6.0,3.89,2858
0.34,1.0,4.0,2.0,63.7,57.0,4.45,4.44,2.83,628
0.31,2.0,4.0,7.0,61.7,55.8,4.35,4.39,2.69,652
0.36,4.0,5.0,2.0,63.1,57.0,4.55,4.51,2.86,624
0.81,1.0,4.0,2.0,65.0,56.0,5.85,5.88,3.81,2599
1.2,4.0,6.0,2.0,62.5,58.0,6.74,6.79,4.23,5082
0.81,3.0,3.0,4.0,62.3,56.0,5.95,5.89,3.69,3266
0.88,2.0,4.0,6.0,62.0,59.0,6.12,6.13,3.8,4334
1.58,2.0,4.0,5.0,62.7,56.0,7.39,7.44,4.65,11262
0.4,3.0,2.0,2.0,62.3,60.0,4.7,4.74,2.94,737
1.09,3.0,2.0,4.0,61.3,60.0,6.67,6.61,4.07,7588
1.21,2.0,4.0,5.0,62.4,59.0,6.81,6.79,4.24,7236
0.71,3.0,1.0,2.0,62.7,58.0,5.73,5.66,3.57,2853
0.8,3.0,2.0,3.0,61.0,57.0,6.03,6.01,3.67,2797
0.4,2.0,4.0,1.0,61.9,55.0,4.76,4.77,2.95,1074
1.01,1.0,1.0,2.0,59.3,64.0,6.47,6.49,3.84,4399
0.33,3.0,5.0,6.0,61.7,61.0,4.45,4.43,2.74,780
0.32,4.0,2.0,2.0,59.3,58.0,4.47,4.5,2.66,533
0.43,3.0,1.0,3.0,61.2,59.0,4.82,4.89,2.97,716
0.4,4.0,0.0,4.0,64.0,57.0,4.66,4.69,2.99,995
0.31,4.0,4.0,4.0,61.5,61.0,4.31,4.34,2.66,544
0.7,2.0,5.0,3.0,61.5,53.0,5.74,5.77,3.54,1702
0.35,2.0,3.0,4.0,62.6,54.0,4.56,4.52,2.84,906
0.38,2.0,2.0,5.0,61.9,55.0,4.69,4.63,2.89,969
1.42,1.0,1.0,3.0,60.1,61.0,7.32,7.42,4.43,8019
0.52,4.0,3.0,2.0,63.3,57.0,5.11,5.08,3.22,1338
0.39,2.0,1.0,5.0,61.4,55.0,4.76,4.81,2.94,734
2.2,2.0,3.0,3.0,59.9,57.0,8.54,8.49,5.1,14691
1.51,4.0,4.0,3.0,62.3,58.0,7.29,7.25,4.53,7823
1.21,3.0,6.0,5.0,61.9,59.0,6.84,6.77,4.21,5096
1.02,2.0,2.0,0.0,61.0,56.0,6.53,6.51,3.98,3599
1.07,2.0,3.0,5.0,61.6,57.0,6.55,6.61,4.05,7577
0.61,2.0,1.0,4.0,61.7,55.0,5.45,5.47,3.37,2285
0.4,3.0,2.0,5.0,61.0,58.0,4.79,4.72,2.9,1080
0.35,2.0,1.0,5.0,62.5,55.0,4.52,4.5,2.82,984
0.5,2.0,0.0,3.0,62.5,55.0,5.14,5.07,3.19,1332
1.03,2.0,6.0,2.0,62.6,57.0,6.45,6.43,4.03,3922
2.01,3.0,0.0,3.0,59.1,60.0,8.31,8.21,4.88,13811
2.01,2.0,4.0,2.0,62.1,56.0,8.11,8.08,5.03,14725
1.02,3.0,3.0,2.0,60.8,58.0,6.46,6.5,3.94,4633
0.65,2.0,0.0,7.0,60.7,57.0,5.63,5.65,3.42,4275
0.92,2.0,6.0,4.0,62.0,55.0,6.24,6.27,3.88,3489
1.66,3.0,4.0,5.0,62.3,58.0,7.62,7.57,4.73,10993
1.13,3.0,4.0,3.0,62.7,55.0,6.69,6.61,4.17,4746
1.06,2.0,3.0,3.0,62.2,56.0,6.55,6.48,4.05,4778
0.28,3.0,2.0,5.0,59.6,61.0,4.28,4.25,2.54,567
0.73,0.0,6.0,4.0,64.6,60.0,5.68,5.59,3.64,1802
0.38,2.0,0.0,6.0,61.3,56.0,4.65,4.71,2.87,1400
0.57,2.0,1.0,5.0,61.8,56.0,5.29,5.33,3.28,1851
0.71,2.0,2.0,3.0,61.2,55.0,5.77,5.79,3.54,2365
1.22,2.0,5.0,5.0,60.4,57.0,6.91,6.99,4.2,7430
1.16,3.0,5.0,5.0,62.2,58.0,6.74,6.67,4.17,4958
0.23,2.0,2.0,5.0,61.9,55.0,3.94,3.97,2.45,498
0.35,1.0,0.0,3.0,63.3,55.0,4.45,4.49,2.83,522
0.36,2.0,5.0,4.0,62.1,56.0,4.59,4.55,2.84,729
0.33,3.0,3.0,5.0,61.3,59.0,4.44,4.46,2.73,579
1.5,3.0,6.0,7.0,62.8,62.0,7.25,7.22,4.54,7983
0.8,2.0,2.0,5.0,60.9,57.0,5.98,6.04,3.66,4043
0.4,2.0,4.0,6.0,61.4,57.0,4.74,4.81,2.93,1017
1.01,4.0,2.0,5.0,59.2,59.0,6.49,6.61,3.88,6257
1.01,1.0,3.0,5.0,63.9,54.0,6.31,6.37,4.05,5599
0.36,2.0,3.0,6.0,60.9,57.0,4.63,4.57,2.8,1080
1.11,3.0,4.0,5.0,62.6,58.0,6.63,6.59,4.14,5781
1.28,2.0,3.0,7.0,61.2,54.0,7.03,7.06,4.31,10839
0.39,4.0,1.0,5.0,63.1,56.0,4.69,4.63,2.94,1065
1.14,2.0,6.0,5.0,61.4,55.0,6.74,6.77,4.15,4906
0.9,1.0,3.0,7.0,62.6,58.0,6.1,6.13,3.83,4668
0.32,2.0,1.0,5.0,61.9,55.0,4.43,4.42,2.74,900
1.05,3.0,4.0,3.0,62.8,56.0,6.54,6.47,4.08,3352
0.71,2.0,3.0,2.0,62.9,57.0,5.67,5.62,3.55,2352
0.31,2.0,5.0,5.0,61.0,57.0,4.37,4.38,2.67,452
0.52,2.0,3.0,7.0,61.0,56.0,5.24,5.18,3.18,2012
0.57,4.0,4.0,5.0,61.7,54.8,5.34,5.37,3.3,1605
0.64,2.0,0.0,6.0,61.5,56.0,5.57,5.59,3.43,4281
0.36,2.0,0.0,2.0,60.6,56.0,4.58,4.63,2.79,619
0.3,1.0,0.0,5.0,58.9,62.0,4.33,4.36,2.56,621
0.3,2.0,2.0,4.0,62.0,55.0,4.34,4.3,2.68,844
1.15,4.0,4.0,3.0,63.7,56.0,6.63,6.66,4.23,4661
0.73,2.0,1.0,4.0,61.9,56.0,5.78,5.81,3.59,3510
1.77,3.0,2.0,2.0,60.3,59.0,7.94,7.87,4.77,11965
0.32,2.0,2.0,7.0,62.1,55.0,4.37,4.39,2.72,800
0.4,4.0,0.0,3.0,63.1,56.0,4.67,4.65,2.94,798
2.01,3.0,5.0,5.0,61.0,61.0,8.15,7.99,4.92,16778
0.51,2.0,1.0,5.0,62.2,57.0,5.08,5.11,3.17,1656
0.44,3.0,5.0,7.0,61.5,57.0,4.92,4.87,3.01,1063
1.01,4.0,5.0,3.0,61.4,59.0,6.42,6.45,3.95,3833
0.3,2.0,2.0,1.0,61.8,55.0,4.31,4.33,2.67,873
0.71,2.0,5.0,5.0,62.3,59.0,5.68,5.71,3.55,2233
0.76,3.0,2.0,1.0,60.6,60.0,5.89,5.85,3.56,4150
0.83,2.0,1.0,5.0,61.3,56.0,6.06,6.08,3.72,4271
0.26,4.0,1.0,7.0,63.0,58.0,4.08,4.11,2.58,597
0.34,4.0,5.0,2.0,62.8,57.0,4.43,4.45,2.79,459
1.5,3.0,6.0,5.0,59.6,60.0,7.38,7.31,4.38,7503
0.33,2.0,1.0,5.0,60.8,57.0,4.45,4.47,2.71,723
0.2,3.0,1.0,5.0,59.7,62.0,3.84,3.8,2.28,367
1.04,3.0,0.0,1.0,60.6,56.0,6.6,6.54,3.98,15671
1.25,3.0,6.0,3.0,62.3,59.0,6.82,6.86,4.26,4331
0.31,3.0,4.0,2.0,62.8,58.0,4.32,4.28,2.7,558
0.86,2.0,1.0,2.0,60.6,56.0,6.16,6.18,3.74,4228
1.14,1.0,5.0,4.0,63.3,56.0,6.6,6.68,4.2,5056
0.42,3.0,2.0,7.0,59.6,59.0,4.86,4.83,2.89,1221
0.4,3.0,2.0,5.0,59.7,58.0,4.79,4.83,2.87,842
0.42,2.0,3.0,4.0,62.0,55.0,4.83,4.78,2.98,984
0.55,4.0,1.0,5.0,62.3,61.0,5.16,5.21,3.23,1669
1.03,4.0,2.0,3.0,61.1,59.0,6.51,6.58,4.0,4218
0.32,2.0,2.0,4.0,61.9,56.0,4.4,4.35,2.71,900
0.51,2.0,0.0,4.0,62.4,57.0,5.13,5.09,3.19,1873
1.14,2.0,5.0,2.0,62.2,56.0,6.65,6.7,4.15,4953
0.31,4.0,2.0,4.0,61.0,57.5,4.37,4.39,2.67,679
1.24,3.0,1.0,3.0,60.8,57.0,6.98,6.94,4.23,4278
0.7,2.0,3.0,6.0,60.7,57.0,5.73,5.76,3.49,3303
2.42,3.0,6.0,5.0,61.3,59.0,8.61,8.58,5.27,17168
1.55,3.0,6.0,5.0,60.7,59.0,7.5,7.47,4.54,8055
1.07,4.0,5.0,2.0,60.7,61.0,6.55,6.6,3.99,4237
1.52,3.0,1.0,3.0,58.1,60.0,7.59,7.53,4.39,9831
0.33,4.0,3.0,3.0,60.0,56.0,4.52,4.55,2.73,460
0.73,2.0,0.0,3.0,61.8,56.0,5.77,5.82,3.58,2729
0.59,4.0,5.0,2.0,62.8,59.0,5.34,5.36,3.36,1109
1.01,0.0,3.0,5.0,68.9,60.0,6.06,6.02,4.17,5294
1.5,0.0,4.0,2.0,66.1,57.0,7.06,6.98,4.64,7832
0.56,4.0,2.0,2.0,60.0,57.0,5.41,5.38,3.24,1679
1.14,2.0,3.0,4.0,61.8,55.0,6.71,6.76,4.16,8121
0.43,2.0,3.0,1.0,62.5,54.0,4.83,4.86,3.03,1318
2.01,2.0,5.0,4.0,62.5,56.0,8.0,7.96,4.99,17523
0.25,4.0,1.0,6.0,61.5,56.0,4.06,4.08,2.5,560
0.31,2.0,3.0,7.0,61.7,57.0,4.36,4.39,2.7,671
2.03,3.0,4.0,2.0,61.7,59.0,8.1,8.17,5.02,16747
0.82,4.0,6.0,2.0,62.9,57.0,5.88,5.94,3.72,2313
2.17,3.0,3.0,3.0,62.2,62.0,8.32,8.24,5.15,12321
0.32,2.0,1.0,6.0,62.2,55.0,4.37,4.41,2.73,827
0.7,1.0,3.0,5.0,62.1,61.0,5.68,5.69,3.53,2367
0.73,2.0,0.0,3.0,62.4,56.0,5.74,5.77,3.59,2683
0.5,1.0,6.0,7.0,64.1,57.0,5.0,4.95,3.19,1105
0.38,2.0,0.0,7.0,61.5,57.0,4.63,4.67,2.86,1200
0.44,3.0,1.0,7.0,60.0,59.0,4.95,4.99,2.98,1274
0.24,1.0,1.0,6.0,60.8,64.0,3.97,3.99,2.42,492
0.34,2.0,3.0,1.0,61.9,54.0,4.49,4.46,2.77,1084
1.07,4.0,2.0,3.0,59.4,60.0,6.68,6.75,3.99,4552
0.4,2.0,4.0,4.0,61.8,56.0,4.78,4.74,2.94,1035
0.4,1.0,5.0,4.0,63.8,55.0,4.69,4.65,2.98,945
0.42,2.0,4.0,1.0,61.0,56.0,4.79,4.82,2.93,1135
0.6,3.0,4.0,2.0,58.9,61.0,5.54,5.5,3.25,1341
0.54,3.0,3.0,5.0,60.0,59.0,5.42,5.22,3.19,1637
0.31,2.0,5.0,1.0,62.0,54.0,4.36,4.42,2.72,635
0.7,4.0,2.0,2.0,60.6,60.0,5.71,5.75,3.47,2662
0.4,4.0,2.0,2.0,63.1,58.0,4.69,4.66,2.95,882
0.41,3.0,1.0,5.0,62.1,58.0,4.75,4.78,2.96,935
2.04,3.0,5.0,5.0,61.0,61.0,8.14,8.08,4.95,16768
1.01,1.0,2.0,2.0,58.8,64.0,6.58,6.51,3.85,4989
0.72,2.0,4.0,6.0,61.5,57.0,5.74,5.76,3.54,3180
0.71,4.0,4.0,2.0,64.0,58.0,5.57,5.61,3.58,2141
1.14,2.0,4.0,2.0,61.8,56.0,6.68,6.72,4.14,7079
0.9,3.0,3.0,2.0,61.9,59.0,6.18,6.13,3.81,3669
0.71,2.0,5.0,1.0,61.7,59.0,5.7,5.74,3.53,2701
0.61,2.0,0.0,5.0,61.0,57.0,5.45,5.47,3.33,2147
