s12,s13,s14,s15,s16,s21,s23,s24,s25,s26,s31,s32,s34,s35,s36,s41,s42,s43,s45,s46,s51,s52,s53,s54,s56,s61,s62,s63,s64,s65,__target__
-0.004192,-0.000349,-0.004454,0.001879,-0.0008,0.000284,-0.001826,0.000226,-0.001534,-0.000232,-0.006525,-0.005849,-0.001444,-0.000628,0.003516,-0.000161,-0.000519,0.000363,0.00429,0.002155,-0.002004,-0.000995,0.002998,-0.004434,-0.00436,-0.00092,0.000799,0.002277,0.002089,-0.004185,0
-0.002017,-0.000742,-0.002868,0.000225,-6.3e-05,7.6e-05,-0.000943,-6.1e-05,-0.000932,4.5e-05,-0.001988,-0.004198,-0.001106,-0.000875,0.002792,-0.000558,-3e-05,0.000742,0.001856,0.002169,-0.001159,-0.000881,0.001726,-0.001233,-0.001845,-0.00078,0.000814,0.000894,0.002382,-0.001771,1
-0.001646,-0.001212,-0.000988,-0.002113,-7.1e-05,0.001029,0.001506,-0.002608,0.000217,-0.000246,-0.002465,-0.004791,-0.000733,-0.000709,0.002346,0.000459,3e-06,-0.000119,0.001777,0.001856,-0.001193,-0.000706,0.00274,-0.002588,-0.002458,-0.00098,0.000549,0.00116,0.002196,-0.001744,0
-0.004234,-0.000735,-0.004897,0.002026,0.000306,0.000608,-0.001784,0.000207,-0.000603,0.000383,-0.006737,-0.006527,0.000215,-0.000908,0.004296,-0.000688,-0.000326,2.6e-05,0.003724,0.003031,-0.002096,-0.000333,0.002865,-0.003479,-0.00422,-0.000803,0.001213,0.001731,0.002252,-0.004386,1
-0.004315,0.000523,-0.004699,0.001655,-0.000916,0.00044,-0.001904,0.000463,-0.001719,-0.000367,-0.006479,-0.005949,-0.001767,-0.000164,0.003463,9.7e-05,-0.000598,0.000524,0.004017,0.002079,-0.001963,-0.001277,0.002743,-0.004676,-0.004373,-0.00087,0.000796,0.002505,0.00213,-0.00434,0
-0.001345,-0.000351,-0.002302,0.000379,0.000417,0.000751,-0.001033,-0.000238,-0.000463,-0.000374,-0.002401,-0.005169,-0.001119,-0.000629,0.00218,-0.000216,0.000379,0.000254,0.001972,0.002451,-0.001208,-0.000842,0.002364,-0.00185,-0.002182,-0.000777,0.000448,0.001184,0.002065,-0.001516,0
-0.002107,0.000303,-0.002493,0.00077,2.8e-05,0.000935,-0.001261,0.000127,-0.001531,-0.000251,-0.002525,-0.003353,-0.001446,-0.000374,0.002267,0.000187,-0.00011,0.000632,0.002194,0.002412,-0.00135,-0.000783,0.001721,-0.002202,-0.002234,-0.00102,0.000289,0.001442,0.001617,-0.002033,0
-0.003044,-0.000429,-0.001167,-0.002639,-0.000811,0.002326,0.000563,-0.002303,-0.001143,-0.00031,-0.00303,-0.00398,-0.001159,-0.000664,0.001951,0.000531,-0.00019,0.000239,0.002666,0.001826,-0.001093,-0.001064,0.001973,-0.002392,-0.002243,-0.00105,0.000239,0.001378,0.001583,-0.002115,0
-0.003205,-0.000126,-0.005958,0.002792,-0.000808,-5e-06,-0.001907,0.000373,-0.001341,0.000213,-0.00674,-0.006352,-0.00036,-0.00033,0.003564,-0.000181,-0.000794,0.000393,0.003413,0.002313,-0.002135,-0.001126,0.003014,-0.004177,-0.004386,-0.001343,0.000792,0.001364,0.002487,-0.004684,0
-0.002006,-0.00068,-0.001314,-0.001525,0.000223,0.001266,0.001698,-0.002501,-0.0002,7.5e-05,-0.002414,-0.004838,-0.00078,-0.000631,0.002524,0.000319,0.000243,0.000482,0.001581,0.002197,-0.0013,-0.000639,0.00239,-0.002242,-0.002385,-0.001131,0.000578,0.0014,0.002144,-0.001775,0
-0.002458,-0.000453,-0.001643,-0.00219,-0.000177,0.001141,0.001309,-0.002148,-0.000748,-0.000162,-0.001846,-0.004324,-0.001166,-0.000957,0.002793,-0.000391,-0.000141,0.000933,0.001947,0.002177,-0.001251,-0.000893,0.001816,-0.001632,-0.001933,-0.000943,0.000681,0.000941,0.00238,-0.001748,1
-0.003119,-0.000858,-0.004284,0.000929,0.00018,0.000804,-0.001924,0.000147,-0.000929,-0.000605,-0.006065,-0.0072,-0.002528,6.3e-05,0.003775,-0.000717,0.000292,0.000184,0.003131,0.002559,-0.002077,-0.001058,0.002921,-0.003261,-0.004122,-0.000537,0.001742,0.002291,0.003721,-0.00337,0
-0.003736,0.001339,-0.004274,0.001348,-0.000706,0.000861,-0.001638,0.000338,-0.001732,-0.000314,-0.00609,-0.005572,-0.001932,-0.000588,0.003327,-1.4e-05,-0.000458,0.000699,0.004314,0.00209,-0.002165,-0.001348,0.002646,-0.004833,-0.004281,-0.000985,0.000973,0.002301,0.002245,-0.004133,0
-0.004314,0.000259,-0.005312,0.002301,-0.000592,0.000379,-0.001955,0.000454,-0.001327,0.00048,-0.006833,-0.005489,-0.000156,-0.000723,0.004274,-0.000406,-0.001123,0.000286,0.003656,0.002436,-0.002196,-0.000806,0.003295,-0.004066,-0.004412,-0.00112,0.000953,0.001526,0.002516,-0.004532,0
-0.002065,-0.000423,-0.001494,-0.00122,0.000357,0.001726,0.001458,-0.002519,-9.3e-05,0.000123,-0.002425,-0.004746,-0.000475,-0.000576,0.002515,0.000337,0.000214,0.000569,0.001659,0.002285,-0.001343,-0.000551,0.002332,-0.002222,-0.002433,-0.001148,0.000671,0.001332,0.001921,-0.00191,1
-0.003218,-0.000411,-0.001443,-0.001793,-0.00075,0.00091,0.000596,-0.002454,-0.000764,5.7e-05,-0.003358,-0.004501,5.4e-05,-0.00035,0.002495,0.000174,-0.000363,9.6e-05,0.002099,0.002049,-0.00141,-0.000537,0.002219,-0.002199,-0.002203,-0.001162,0.000342,0.000836,0.001741,-0.002314,1
-0.003425,0.000628,-0.005142,0.001853,0.000641,0.002035,-0.002126,0.00014,-0.002537,-0.000104,-0.005096,-0.004757,-0.002725,0.000295,0.003303,-0.000662,-0.000176,0.000616,0.003774,0.002482,-0.002116,-0.001134,0.002546,-0.004516,-0.004491,-0.001086,0.001241,0.001966,0.002399,-0.004155,0
-0.002036,0.000202,-0.001775,-0.002327,-0.000425,0.002244,0.000767,-0.001714,-0.001285,-0.000331,-0.002547,-0.003192,-0.000932,-0.000139,0.00244,0.000208,-0.0003,6.6e-05,0.001813,0.001401,-0.001086,-0.001412,0.002311,-0.002535,-0.002131,-0.001284,0.000225,0.001253,0.00134,-0.001683,0
-0.002501,0.000319,-0.002906,0.000924,-0.000786,-2.2e-05,-0.001151,0.000335,-0.001031,-2.9e-05,-0.0032,-0.004206,-0.000413,-0.000334,0.002136,0.000192,-0.000323,0.000335,0.002236,0.00202,-0.001192,-0.00062,0.002021,-0.002405,-0.002211,-0.001166,0.000122,0.000964,0.001625,-0.002472,1
-0.002794,-0.001178,-0.001546,-0.001948,-0.000279,0.001608,0.000847,-0.002671,-0.000327,0.000177,-0.003361,-0.004322,6.3e-05,-0.000356,0.002459,0.000328,-0.000185,-0.000203,0.002079,0.001955,-0.001127,-0.000768,0.002651,-0.001908,-0.002133,-0.001221,0.000385,0.001042,0.00184,-0.002217,0
-0.002197,0.000537,-0.001319,-0.001973,0.000205,0.00264,0.000751,-0.002004,-0.00094,-0.000183,-0.001986,-0.00318,-0.000956,-6.2e-05,0.001942,0.000419,3.5e-05,0.000447,0.00207,0.002047,-0.000879,-0.001445,0.001765,-0.002187,-0.002279,-0.00107,0.000359,0.001454,0.001671,-0.001805,0
-0.002362,0.00057,-0.002785,0.000901,-9.8e-05,0.000921,-0.001119,0.00022,-0.001342,-0.000148,-0.002858,-0.003597,-0.001351,-0.000465,0.002012,0.000155,-0.000162,0.00052,0.002371,0.002032,-0.001239,-0.00077,0.001803,-0.002513,-0.002223,-0.001063,0.000235,0.001224,0.001654,-0.002337,1
-0.002723,0.000693,-0.001787,-0.002264,-0.000889,0.001781,0.000442,-0.002444,-0.00126,-0.000171,-0.002682,-0.003793,-0.000985,-0.000463,0.00192,0.000152,-7.3e-05,0.000459,0.002149,0.002158,-0.001174,-0.000805,0.001948,-0.002468,-0.002134,-0.001252,0.000102,0.001007,0.001619,-0.002314,0
-0.002296,-0.000718,-0.003118,0.000148,-0.000582,-0.000482,-0.001023,-0.000376,-0.001025,-0.000173,-0.002222,-0.003834,-0.001004,-0.000803,0.002827,-0.000272,0.000233,0.000683,0.002204,0.002327,-0.001164,-0.000956,0.001591,-0.001628,-0.002032,-0.00078,0.000853,0.00097,0.002461,-0.001679,0
-0.002313,-0.000465,-0.001367,-0.001189,0.001047,0.002354,0.001152,-0.002544,-0.000258,0.000225,-0.002232,-0.004478,-0.000243,-0.000535,0.002403,0.000411,0.000217,0.000515,0.00153,0.002292,-0.001408,-0.000699,0.002237,-0.002129,-0.002332,-0.001302,0.000601,0.001354,0.001851,-0.002067,1
-0.002422,-7.3e-05,-0.001271,-0.002046,-0.000481,0.000304,0.001581,-0.002421,-0.00103,-0.000635,-0.002285,-0.004444,-0.000543,-0.000603,0.002331,-0.000438,0.00036,0.000753,0.00244,0.002119,-0.00116,-0.000622,0.002132,-0.002133,-0.002315,-0.000804,0.000636,0.001045,0.002144,-0.001709,1
-0.003911,-0.000944,-0.004629,0.002485,0.001796,0.000957,-0.001332,-0.000163,-3e-06,0.000108,-0.00597,-0.005977,-0.000461,-0.000636,0.004487,-0.000152,0.000291,0.000221,0.003025,0.002791,-0.002254,-0.000969,0.003129,-0.004285,-0.004496,-0.001091,0.001733,0.001858,0.00258,-0.004293,0
-0.002288,-0.000184,-0.00161,-0.002041,-0.00022,0.000423,0.001616,-0.002329,-0.001148,-0.000745,-0.002176,-0.004704,-0.000564,-0.00048,0.002319,-0.0003,0.000428,0.000685,0.002389,0.002319,-0.001128,-0.000652,0.002093,-0.001943,-0.002302,-0.000932,0.000791,0.001168,0.002115,-0.001592,1
-0.003101,0.000849,-0.001556,-0.002278,-0.001266,0.00252,0.000311,-0.001692,-0.000994,-0.000437,-0.002921,-0.003079,-0.00091,-0.000204,0.002403,0.000386,-0.000116,0.000262,0.001746,0.001583,-0.001336,-0.001198,0.002203,-0.002366,-0.00223,-0.00108,0.000143,0.001521,0.001493,-0.001813,0
-0.001663,-0.000517,-0.002499,0.000568,0.000259,0.000784,-0.000927,-0.000112,-0.000643,-0.000433,-0.002274,-0.005305,-0.001289,-0.000503,0.002315,-0.00026,0.000203,0.000352,0.001955,0.002436,-0.001215,-0.000684,0.002216,-0.002008,-0.00212,-0.000734,0.000493,0.001249,0.001963,-0.001439,1
-0.002892,3.5e-05,-0.001056,-0.002378,-0.00126,0.001166,0.000696,-0.002462,-0.000716,-0.00011,-0.003226,-0.00436,-0.000311,-0.000505,0.002298,0.000352,-0.000422,0.000133,0.002204,0.001825,-0.001286,-0.000761,0.002448,-0.002399,-0.002205,-0.001107,0.000197,0.001171,0.001753,-0.00211,1
-0.003053,-0.000854,-0.00132,-0.002575,-0.000711,0.002541,0.000444,-0.002265,-0.00125,-0.000177,-0.002456,-0.004128,-0.00115,-0.000625,0.002086,0.000481,-0.000541,1.3e-05,0.002507,0.001918,-0.001187,-0.000969,0.001997,-0.002763,-0.00227,-0.001153,0.000364,0.001535,0.001629,-0.001884,0
-0.001912,-0.000533,-0.001217,-0.001993,0.000752,0.001333,0.001437,-0.002316,-0.000267,6.8e-05,-0.001831,-0.004892,-0.000615,-0.000712,0.002234,0.000181,0.000217,0.000779,0.001268,0.001873,-0.001367,-0.000836,0.002015,-0.002336,-0.002327,-0.001156,0.000773,0.001242,0.001787,-0.001533,1
-0.002308,-0.000757,-0.003083,0.000203,-0.001049,-0.000677,-0.000906,-0.000148,-0.000856,-0.000404,-0.002379,-0.003867,-0.00096,-0.00074,0.002757,-0.000357,-1.3e-05,0.000871,0.002386,0.001995,-0.001475,-0.000874,0.001773,-0.001801,-0.002058,-0.000771,0.000759,0.0009,0.002348,-0.001774,1
-0.00389,-0.000441,-0.004752,0.001737,-0.000994,0.000197,-0.001884,0.000238,-0.001438,1.6e-05,-0.005874,-0.006466,-0.001245,-0.00082,0.003511,0.000208,-0.000206,0.000111,0.004389,0.002279,-0.001956,-0.00103,0.002928,-0.004272,-0.004144,-0.000925,0.000924,0.002385,0.002232,-0.003858,0
-0.001889,-0.000863,-0.002781,0.001243,-0.000197,-0.00057,-0.000599,-0.000424,-0.000217,5.9e-05,-0.002558,-0.004845,-0.001046,-0.000588,0.002441,0.000106,0.000361,0.000356,0.001741,0.002033,-0.001142,-0.000604,0.002167,-0.002246,-0.002315,-0.00106,0.000654,0.001299,0.002107,-0.001633,1
-0.002877,-0.000454,-0.001992,-0.002281,-0.000313,0.000906,0.001231,-0.002262,-0.000892,-0.000156,-0.002271,-0.004058,-0.00118,-0.000878,0.00277,-0.000396,-2.9e-05,0.000982,0.002147,0.00203,-0.001448,-0.000936,0.00168,-0.001758,-0.001973,-0.000861,0.000839,0.000823,0.002392,-0.001815,1
-0.001997,-0.000828,-0.002534,0.001038,-0.000255,-0.000164,-0.000749,-0.000307,-0.000491,9e-06,-0.002744,-0.004957,-0.001425,-0.000568,0.002311,7.9e-05,0.000327,0.000329,0.001702,0.001914,-0.001194,-0.000649,0.002075,-0.002046,-0.002328,-0.001015,0.000526,0.001265,0.002055,-0.001491,1
-0.001802,-0.000916,-0.002742,0.000891,-0.000279,-7.5e-05,-0.000762,-0.000303,-0.00049,9e-06,-0.002801,-0.005169,-0.001533,-0.000549,0.002334,8.9e-05,0.000399,0.000375,0.001631,0.002072,-0.001226,-0.000569,0.001984,-0.001934,-0.002247,-0.001005,0.000566,0.001252,0.002063,-0.001374,1
-0.001945,-0.000942,-0.002795,0.001261,-0.000215,-0.000628,-0.000571,-0.0004,-0.000262,-4.3e-05,-0.002751,-0.005065,-0.001116,-0.000617,0.002402,5.9e-05,0.000357,0.000361,0.001774,0.002015,-0.00113,-0.000511,0.002129,-0.002269,-0.002331,-0.001097,0.000626,0.001364,0.002116,-0.001651,1
-0.002192,-0.000531,-0.003017,0.000521,-0.000819,-0.001006,-0.000609,-0.000292,-0.001007,-0.000553,-0.002355,-0.004177,-0.000637,-0.000569,0.002366,-0.000256,0.000412,0.000701,0.002387,0.002116,-0.00122,-0.000633,0.002032,-0.001864,-0.002243,-0.000801,0.00083,0.001106,0.002075,-0.001779,1
-0.003087,9.6e-05,-0.001608,-0.002011,-0.001292,0.000957,0.000317,-0.002361,-0.000951,-0.000236,-0.003598,-0.004217,-0.000521,-0.000503,0.002075,0.000284,-0.000349,0.000427,0.002235,0.002032,-0.001286,-0.000656,0.002098,-0.002373,-0.002155,-0.001116,0.000156,0.001018,0.001614,-0.002368,1
-0.002911,-0.000352,-0.001115,-0.001868,-0.001623,0.000961,0.000225,-0.002348,-0.000953,-0.000231,-0.002894,-0.004602,-0.000433,-0.000581,0.002143,0.000341,-0.000323,0.000175,0.002312,0.002204,-0.001134,-0.000598,0.002423,-0.002116,-0.002157,-0.001148,-6.3e-05,0.001209,0.001542,-0.002189,1
-0.003627,0.000318,-0.004442,0.002114,0.000948,0.001133,-0.001503,4e-05,-0.000521,8.6e-05,-0.005794,-0.005735,0.000136,-0.00076,0.004423,-0.000497,-0.000645,0.000134,0.003522,0.002723,-0.002213,-0.001028,0.003256,-0.003846,-0.00419,-0.001084,0.001309,0.001806,0.002669,-0.00402,0
-0.003767,0.001359,-0.004733,0.001926,-0.001165,9.6e-05,-0.001797,0.000409,-0.001442,-0.000131,-0.007021,-0.00569,-0.000823,-0.000327,0.003708,-0.000128,-0.000713,0.00041,0.00385,0.002309,-0.001991,-0.00094,0.003188,-0.004549,-0.004434,-0.000981,0.000689,0.001835,0.002223,-0.004591,0
-0.002448,0.000232,-0.002844,0.00081,-0.000637,0.000135,-0.001016,0.000262,-0.000846,-0.000222,-0.00333,-0.004142,-0.00062,-0.000506,0.001974,0.000365,-0.000124,0.00037,0.002204,0.001978,-0.001295,-0.000646,0.002014,-0.002346,-0.002217,-0.001113,0.000178,0.001006,0.001644,-0.002391,1
-0.00223,-0.000946,-0.001511,-0.001623,0.000931,0.002236,0.000999,-0.002763,6.7e-05,-0.000192,-0.002325,-0.004233,-0.000177,-0.000558,0.002512,0.00055,-0.000112,0.000201,0.001466,0.001945,-0.001456,-0.000609,0.002459,-0.002304,-0.002442,-0.001115,0.000567,0.001089,0.001879,-0.002,0
-0.004098,-0.000631,-0.004921,0.00225,0.001855,0.001568,-0.001411,-0.000187,-0.000368,0.000202,-0.005901,-0.005777,-2.2e-05,-0.000403,0.004326,-0.000537,-0.000436,7.3e-05,0.002995,0.00281,-0.002172,-0.000754,0.003218,-0.003844,-0.004506,-0.000966,0.001552,0.001699,0.002573,-0.004344,0
-0.002853,4.9e-05,-0.001131,-0.00154,-0.000954,0.002434,0.00043,-0.00219,-0.001419,-0.000572,-0.00231,-0.00363,-0.001188,-0.000402,0.002624,0.000581,-0.000178,0.000374,0.002182,0.002715,-0.00144,-0.000846,0.00214,-0.002143,-0.002125,-0.000818,0.000249,0.001593,0.001863,-0.001758,0
-0.002826,0.000107,-0.000996,-0.002206,-0.000492,0.001092,0.000897,-0.002361,-0.00082,0.000214,-0.003059,-0.003711,2.2e-05,-0.0002,0.00244,0.000171,-0.000607,0.000299,0.001858,0.001723,-0.001326,-0.000897,0.002628,-0.002281,-0.002095,-0.001386,0.000401,0.000914,0.001873,-0.002073,0
-0.003105,-0.00141,-0.004996,0.001616,0.000661,0.000849,-0.002093,-0.000344,-0.000704,-2.1e-05,-0.005454,-0.00598,-0.000622,-0.001135,0.004285,-0.000338,-0.000262,-0.00031,0.003555,0.002521,-0.002026,-0.000698,0.003846,-0.003378,-0.0042,-0.001056,0.001136,0.002347,0.002462,-0.003804,0
-0.003155,0.00101,-0.005294,0.001577,-0.000256,0.001038,-0.001237,0.000363,-0.001591,-0.000285,-0.005926,-0.004468,-0.00143,0.000289,0.003953,0.00011,-0.000125,0.00048,0.003545,0.002268,-0.002096,-0.001514,0.00284,-0.00465,-0.004232,-0.000803,0.000654,0.002684,0.002485,-0.003842,0
-0.001969,-0.001596,-0.005175,0.00131,0.000547,-0.000424,-0.001495,-0.000812,0.000276,-0.000302,-0.005646,-0.006345,-0.001246,-0.000505,0.00425,-0.000144,9.6e-05,-9.2e-05,0.003149,0.002633,-0.002065,-0.000921,0.003456,-0.004153,-0.004545,-0.000674,0.001909,0.00171,0.002866,-0.00373,0
-0.003727,0.000891,-0.00486,0.00183,-0.000747,0.000191,-0.001713,0.000434,-0.001217,0.000235,-0.006564,-0.005684,-0.000138,-0.000617,0.004171,-0.000504,-0.000951,0.000388,0.003543,0.002353,-0.002248,-0.000887,0.003244,-0.004296,-0.004108,-0.001099,0.001015,0.001682,0.002589,-0.004252,0
-0.002901,-0.000892,-0.00451,0.001532,0.001078,-0.001354,-0.001053,0.000141,0.000291,-0.000768,-0.005221,-0.005967,-0.001505,-0.000437,0.004718,-0.000623,0.000572,0.000654,0.003216,0.002745,-0.001507,-0.000821,0.003174,-0.004395,-0.004448,-0.000736,0.002117,0.001616,0.002852,-0.003697,0
-0.003656,-0.000327,-0.00468,0.001885,-0.001079,0.000192,-0.001803,0.000159,-0.001258,-0.000283,-0.006865,-0.006524,-0.001023,-0.000881,0.003553,2e-05,-0.000517,0.000322,0.004158,0.002381,-0.002045,-0.001056,0.003111,-0.004213,-0.004287,-0.000745,0.000956,0.002149,0.002025,-0.003941,0
-0.001007,-0.002264,-0.000673,-0.001591,0.000561,0.002099,0.001277,-0.002942,0.000429,-9e-06,-0.002977,-0.004989,-0.000445,-0.000554,0.002551,0.000415,0.000461,-7.3e-05,0.001613,0.002263,-0.001391,-0.000782,0.002269,-0.001997,-0.002334,-0.001239,0.000729,0.001245,0.001916,-0.001974,0
-0.001939,-0.000775,-0.00103,-0.001619,-0.0004,0.001567,0.001263,-0.001998,-0.000416,-0.000142,-0.002588,-0.005073,-0.00137,-0.000562,0.002272,0.000118,0.000299,0.000241,0.001707,0.001943,-0.001302,-0.000682,0.00203,-0.001975,-0.002211,-0.000943,0.000539,0.001231,0.002107,-0.001383,1
-0.00278,0.001956,-0.004343,0.001386,0.00067,0.002058,-0.001872,1.3e-05,-0.002335,-6e-06,-0.005104,-0.004309,-0.002698,0.000213,0.003352,-0.000688,-0.000427,0.000914,0.003822,0.002498,-0.002023,-0.001392,0.00236,-0.004471,-0.004266,-0.000993,0.001374,0.002143,0.002439,-0.003869,0
-0.003831,-0.000504,-0.004836,0.001492,-0.00079,0.0002,-0.001863,0.000329,-0.00202,-0.000162,-0.006002,-0.006354,-0.001097,-0.000815,0.003577,4.2e-05,-0.000475,0.000201,0.00415,0.002543,-0.001823,-0.000943,0.003187,-0.004567,-0.004249,-0.001198,0.001012,0.002357,0.002268,-0.003956,0
-0.002742,-0.000773,-0.004278,0.001794,0.001189,0.000307,-0.00118,-0.000727,2.9e-05,6.7e-05,-0.005378,-0.00612,-0.00102,-0.000654,0.004394,-0.000132,0.000277,0.000348,0.003059,0.002521,-0.002207,-0.000961,0.003177,-0.004339,-0.004544,-0.000902,0.002079,0.001963,0.002997,-0.00409,0
-0.001958,-8.8e-05,-0.002096,0.000909,-0.000121,0.000256,-0.000806,-0.000642,-0.002312,-0.000401,-0.001999,-0.003827,-0.001484,-0.00092,0.003054,0.00047,-0.000263,0.000117,0.001736,0.002267,-0.001081,-0.001178,0.001701,-0.002326,-0.001949,-0.001014,0.000503,0.00123,0.001712,-0.001915,1
-0.002509,0.000331,-0.002804,0.000954,-0.000753,4.8e-05,-0.00111,0.000298,-0.000985,-7.9e-05,-0.003188,-0.004337,-0.000622,-0.000453,0.002037,0.000382,-0.00021,0.00039,0.00235,0.00195,-0.00116,-0.000613,0.002,-0.002528,-0.002301,-0.000951,2.7e-05,0.001106,0.001631,-0.002351,1
-0.001997,-0.000662,-0.003039,0.000286,4.7e-05,0.00014,-0.001024,-0.00021,-0.000738,-4.1e-05,-0.00208,-0.004245,-0.001218,-0.000953,0.002779,-0.000505,-2.1e-05,0.000547,0.001889,0.002197,-0.000994,-0.000905,0.001795,-0.00139,-0.001924,-0.00081,0.000826,0.00093,0.00238,-0.001674,0
-0.00325,-0.001813,-0.002227,-0.000431,0.00077,0.001277,-0.001745,-0.000385,-0.000173,-0.000436,-0.007139,-0.007647,-0.002443,-0.000606,0.003501,-0.000942,0.000578,-0.000391,0.004054,0.002653,-0.002056,-0.001329,0.003555,-0.003134,-0.004013,-0.000532,0.001322,0.001858,0.003473,-0.002973,0
-0.001848,-0.000965,-0.002674,0.001237,-0.000133,-0.000455,-0.000642,-0.000423,-0.000421,3.4e-05,-0.002479,-0.005159,-0.001068,-0.000617,0.002364,0.000104,0.000355,0.000445,0.001849,0.00204,-0.001202,-0.00067,0.002061,-0.00222,-0.002316,-0.001119,0.000553,0.001471,0.002151,-0.001557,1
-0.00432,0.000358,-0.003903,0.002047,-0.000459,0.001054,-0.002099,-0.000207,-0.002166,-0.001091,-0.004856,-0.004863,-0.001957,0.000186,0.004797,9e-05,-0.000407,0.000626,0.00385,0.003035,-0.002915,-0.000957,0.00322,-0.004427,-0.003979,-0.000472,0.001548,0.00242,0.002921,-0.003582,0
-0.004201,-2.4e-05,-0.005633,0.001928,0.000673,0.000852,-0.000865,0.000343,-0.000154,-0.000258,-0.006926,-0.005909,-0.000721,-0.000713,0.004603,-0.000309,-7.2e-05,1.6e-05,0.003588,0.002225,-0.002113,-0.001637,0.002913,-0.0039,-0.004153,-0.001081,0.000909,0.002405,0.0029,-0.003119,0
-0.002295,-9.4e-05,-0.001963,-0.001932,-0.000518,0.000431,0.001645,-0.002199,-0.000998,-0.000615,-0.002181,-0.004253,-0.000748,-0.000684,0.002589,-0.000155,0.000544,0.000613,0.002201,0.002329,-0.001025,-0.000761,0.001947,-0.001771,-0.002222,-0.000853,0.000886,0.001184,0.002267,-0.001612,0
-0.002493,-0.000585,-0.002978,0.000752,0.000153,0.00021,-0.001007,1.2e-05,-0.000279,0.00014,-0.003055,-0.004842,0.000194,-0.000504,0.002633,0.00023,-0.000341,1.1e-05,0.001769,0.002252,-0.001388,-0.000501,0.002168,-0.001817,-0.002201,-0.001112,0.000455,0.001135,0.001781,-0.00213,1
-0.002617,-0.000341,-0.001755,-0.001785,-0.000795,0.001799,0.001545,-0.001748,-0.000603,-0.000361,-0.003349,-0.004014,-0.000538,-0.000459,0.002686,0.000438,-0.00031,0.000115,0.001974,0.001876,-0.001139,-0.001168,0.002326,-0.001964,-0.001986,-0.001225,8e-05,0.001533,0.00187,-0.001742,0
-0.001931,-0.000748,-0.002911,0.001297,0.000163,-0.000592,-0.000505,-0.000355,-0.000153,-0.000117,-0.002837,-0.004978,-0.000767,-0.000585,0.002541,0.00013,0.000225,0.000437,0.001712,0.002186,-0.001209,-0.000486,0.002351,-0.002446,-0.002383,-0.00108,0.000689,0.001326,0.001905,-0.001848,1
-0.002501,-0.000432,-0.002873,0.001185,0.000872,0.000836,-0.000952,2.8e-05,-0.000312,0.000337,-0.002521,-0.00431,0.000163,-0.000307,0.002564,0.000115,-0.000172,0.00016,0.001658,0.002188,-0.001298,-0.000598,0.002186,-0.001882,-0.002319,-0.001251,0.000549,0.001171,0.001736,-0.002236,1
-0.003196,-0.000583,-0.004395,0.001393,-0.000245,-0.000401,-0.001309,-0.000468,-0.000429,-0.000438,-0.005657,-0.007432,-0.00234,-0.00018,0.003661,-0.00058,0.000234,0.000317,0.003377,0.002311,-0.001924,-0.001085,0.002992,-0.003946,-0.004308,-0.000838,0.001899,0.002217,0.003583,-0.003138,0
-0.003049,-0.000684,-0.001973,-0.001801,0.000398,0.001451,0.001189,-0.002257,-0.001035,-2e-05,-0.002127,-0.004267,-0.001114,-0.000803,0.002773,-0.000631,-0.000255,0.000809,0.001792,0.002276,-0.001153,-0.000903,0.001589,-0.001428,-0.001864,-0.000856,0.000908,0.000857,0.002237,-0.001773,1
-0.003391,-0.001313,-0.004947,0.001693,4.3e-05,-0.000993,-0.000754,-0.000479,-0.0002,-0.000552,-0.005744,-0.007605,-0.001915,-0.000659,0.004124,-0.000389,0.000205,0.000527,0.003301,0.002737,-0.001793,-0.000793,0.00333,-0.004734,-0.00474,-0.000877,0.001948,0.001915,0.003175,-0.003591,0
-0.001804,-0.000587,-0.001226,-0.001607,0.000512,0.001984,0.001389,-0.002629,-8.7e-05,0.000143,-0.00226,-0.004562,-0.000292,-0.000474,0.002615,0.000499,0.000343,0.000254,0.001566,0.002282,-0.001202,-0.000624,0.002597,-0.002032,-0.002292,-0.001036,0.000658,0.001271,0.002021,-0.001922,0
